eDNA.sample,rep,class,order,taxon,nReads
81,1,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,13155
81,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,195
81,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,343
81,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,37919
81,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%NA,79
81,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,3131
81,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,1479
81,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,98
81,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,26619
81,1,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,3682
81,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,844
81,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,14069
81,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,760
81,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,4632
81,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,18315
81,2,Actinopteri,Scombriformes,Scombridae%Scomber%NA,1085
81,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,13591
81,4,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,310
81,4,Actinopteri,Clupeiformes,Engraulidae%NA%NA,82
81,4,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,8407
81,4,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,5
81,4,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,21
83,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,130704
83,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,13786
83,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,97866
839,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,153
839,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%NA%NA,415
839,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,16140
840,1,Actinopteri,Aulopiformes,Paralepididae%Lestidiops%Lestidiops ringens,22116
840,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,23
840,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,36
840,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,41
840,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%NA%NA,1365
840,1,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,25063
840,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,21
848,2,Actinopteri,Carangiformes,Carangidae%NA%NA,133
848,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,10208
848,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,8243
848,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,1811
848,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,242
848,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,374
848,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,555
848,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,212
848,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,72
848,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,28
848,2,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,581
848,2,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,37
848,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,71
848,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1845
848,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2039
848,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,51
848,2,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,168
848,3,Actinopteri,Carangiformes,Carangidae%NA%NA,445
848,3,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,19449
848,3,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,11556
848,3,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,3365
848,3,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,289
848,3,Actinopteri,Clupeiformes,Engraulidae%NA%NA,717
848,3,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,897
848,3,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,284
848,3,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,205
848,3,Actinopteri,Osmeriformes,Osmeridae%NA%NA,43
848,3,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,816
848,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3358
848,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,4195
848,3,Actinopteri,Scombriformes,Scombridae%Thunnus%Thunnus alalunga|obesus,306
977,1,Actinopteri,Aulopiformes,Paralepididae%Magnisudis%Magnisudis atlantica,28792
977,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,109728
977,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,33911
977,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,12883
977,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,13
977,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,4
977,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,22668
977,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,18
977,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,5
977,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,19295
977,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,45
977,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,29934
977,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,682
977,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas,5
978,1,Actinopteri,Argentiniformes,Microstomatidae%NA%NA,177658
985,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,496
985,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1924
985,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,40239
985,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,154
985,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,67
985,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,122
985,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,277
985,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5123
985,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,110
985,2,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus,5
985,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,12
985,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,25
985,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,1070
985,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,12
985,3,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,33150
985,4,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1333
985,4,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,4765
985,4,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,237
985,4,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,43892
985,4,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,2745
985,4,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,916
985,4,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes cortezi|melanosema|sinensis|diploproa,1232
985,4,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa,1232
985,4,Actinopteri,Scombriformes,Scombridae%Scomber%NA,223
985,4,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,8334
985,4,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus,318
986,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,10
986,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,36
986,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,9
986,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3276
986,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,41
986,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,375
986,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,470
986,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,17253
987,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,52
987,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,712
987,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,39489
987,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,16
987,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,579
987,1,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,300
987,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150000|glaucus|matsubarae|vulpes|aleutianus|trivittatus|borealis|proriger|diploproa,640
987,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,328
987,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,38168
987,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,527
987,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,26951
987,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,2923
987,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,9164
987,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,116
987,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,595
987,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1126
987,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,770
987,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,14239
987,2,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus,320
988,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,81
988,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1067
988,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,229863
988,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,27
988,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,21
988,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,28
988,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,874
988,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,17
988,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,667
988,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,147981
988,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,125
988,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,126
988,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,19
988,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,7
988,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,607
995,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,455
995,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,5627
995,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7262
995,1,Actinopteri,Perciformes,Cottidae%Radulinus%Radulinus asprellus,4
995,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,16729
995,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,628
995,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,29
995,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,12
995,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,19
995,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,101
995,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,114
995,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,8076
995,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5300
995,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,6
996,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,75
996,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,92
996,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,71
996,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,79
997,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,45882
998,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,16
998,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,533
998,2,Actinopteri,Perciformes,Cottidae%NA%NA,154
998,2,Actinopteri,Perciformes,Cottidae%Radulinus%Radulinus asprellus,11387
998,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,167
998,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,2090
998,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,72018
998,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,16433
998,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%NA,421
998,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,9135
998,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,10530
998,3,Actinopteri,Perciformes,Cottidae%Radulinus%Radulinus asprellus,4494
998,3,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,29636
998,3,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,4618
998,3,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%NA,119
998,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,2904
998,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,3279
999,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,21
999,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,60302
999,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,219
999,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus kisutch,28
999,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,12
999,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,21
999,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,176217
999,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2531
999,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,149921
999,3,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1571
